Question,Choice1,Choice2,Choice3,Choice4
<BOS> 特定 住宅 取 庇 担保 責任 の 履行 の 確保 等 に関する 法律 に 基づく 住宅 販売 瑕疵 担保 保証 金 の 供託 又は 住宅 販売 瑕疵 担保 責任 保険 契約 の 締結 以下 この間 において 資力 確保 措置 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,住宅 販売 瑕疵 担保 責任 保険 契約 は 新築 住宅 の 買主 が 保険 料 を 支払う こと を 約し 住宅 瑕疵 担保 責任 保険 契約 は 資力 確保 措置 を 講ずる 義務 が ある <EOS>,宅地 建物 取引 業者 が 保険 法人 と 締結 し た 保険 契約 が 資力 確保 措置 と 認め られる ため に は 新築 住宅 の 引渡し の 日 から <NUM> 年間 と する 特約 を 結ぶ 場合 この 場合 は 当該 宅地 の 引渡し を 受ける まで は 売主 と の 間 で 売買 契約 を 締結 する こと が できる <EOS>,宅地 建物 取引 業者 は 新築 住宅 の 買主 に対し 新築 住宅 の 引渡し を する まで に 供託 所 の 所在地 等 について 記載 し た 書面 を 交付 し て 説明 を し なけれ ば なら ない <EOS>,自ら 売主 として 新築 住宅 を 販売 する 宅地 建物 取引 業者 は 住宅 販売 瑕疵 かし 担保 保証 金 の 供託 を し て いる 供託 所 の 所在地 供託 所 の 所在地 等 について 記載 し た 書面 を 交付 し て 説明 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 として 締結 し た 建物 の 売買 契約 について 買主 が 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> の 規定 に 基づき 売買 契約 の 解除 を する 場合 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<ALP> は 自ら 指定 し た レストラン で 買受け の 申 込み を し その 際 に <ALP> から クーリング・オフ の 申 込み を し その 旨 の <ALP> から クーリング・オフ を 申し込ん だ 後日 <ALP> が <ALP> の 所有 権 移転 登記 を し た <ALP> は <ALP> の 所有 権 移転 登記 が 完了 し て い た <ALP> は <ALP> の 代金 支払 債務 の 全額 を 免れる <EOS>,宅地 建物 取引 業者 で ない 買主 <ALP> から 売買 契約 の 解除 が あっ た 場合 で この 契約 の 解除 が 行わ れ た とき で あっ て も 違約 金 の 支払 を 請求 する こと が できる <EOS>,宅地 建物 取引 業者 で ある 買主 <ALP> は 建物 の 物件 の 説明 を <ALP> の 事務所 で 受け た 後日 <ALP> の 事務所 近く の 喫茶店 で 買受け を 申し込む とともに 売買 契約 を 締結 し た 場合 <ALP> は 代金 の 増額 を 拒む こと が できる <EOS>,<ALP> は <ALP> から 媒介 の 依頼 を 受け た 宅地 建物 取引 業者 <ALP> に 媒介 の 依頼 を 受け た 場合 <ALP> は 当該 案内 所 で 買受け の 申 込み を し て も 当該 契約 を 解除 する こと が できる <EOS>
<BOS> <ALP> が <ALP> から 甲 土地 を 購入 し た ところ 甲 土地 の 所有 者 を 名 のる <ALP> が <ALP> に対して 連絡 し て き た この 場合 における 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> は <ALP> の 代理人 として <ALP> が <ALP> の 同意 を 得 て い た 場合 <ALP> は <ALP> の 売買 契約 を 解除 する こと が できる <EOS>,甲 土地 は <ALP> から <ALP> から <ALP> と 売却 さ れ て いる 場合 <ALP> は <ALP> を <ALP> に 売却 し て <ALP> が 所有 権 移転 登記 を 備え た 場合 に <ALP> 間 の 売買 契約 の 方 が <ALP> 間 の 売買 契約 より も 先 に なさ れ た こと を <ALP> が 立証 できれ ば <ALP> は 登記 が なく て も <ALP> に対して 自ら が 所有 者 で ある こと を 主張 する こと が できる <EOS>,<ALP> は <ALP> から 甲 土地 を 購入 し て おり その 売買 契約 書 の 日付 と <ALP> 間 の 売買 契約 書 の 日付 が 同じ で ある 場合 <ALP> は 登記 が なく て も 契約 の 更新 が なく なる こと が できる <EOS>,<ALP> が <ALP> に対して 甲 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> 建築 基準 法 の 確認 以下 この間 において 建築 確認 という に関する 次 の 記述 の うち 誤っ て いる もの は どれ か ただし 都道府県 知事 が 都道府県 都市 計画 審議 会 の 意見 を 聴い て 指定 する 区域 について は 考慮 し ない もの と する <EOS>,鉄筋コンクリート 造 <NUM> 階 建て 床 面積 <NUM> ㎡ の <NUM> ㎡ の 増築 を 行う 場合 増築 床 面積 の 合計 が <NUM> ㎡ 以上 で ある <EOS>,都市 計画 区域 内 において は 都市 計画 区域 外 の 区域 内 における 土地 の 区画 形質 の 変更 を 伴わ ず に 床 面積 が <NUM> ㎡ の 住宅 の 建築 を しよ う と する 場合 に は 原則 として 都道府県 知事 の 許可 を 受け なけれ ば なら ない <EOS>,鉄骨 造 <NUM> 階 建て の 建築 物 を 新築 する 場合 建築 確認 を 受け て から <NUM> 年 以内 に 事業 を 開始 し ない 場合 は 甲 県知事 は <ALP> の 登録 を 受ける こと が できる <EOS>,都市 計画 区域 内 において 木造 平家 建て 延べ 面積 が <NUM> <ALP> の 住宅 を 新築 する 場合 原則 として 検査 済 証 の 交付 を 受け た 日 から <NUM> 年 を 経過 し た 日 以後 において は 当該 住宅 の 建築 の 用 に 供する 目的 で 行わ れる <NUM> ㎡ の 開発 行為 <EOS>
<BOS> <ALP> が <ALP> に <ALP> の 所有 する 甲地 を 建物 の 所有 を 目的 として 賃貸し <ALP> が 甲地 上 に 乙 建物 を 所有 し て いる 場合 に関する 次 の 記述 の うち 借地 借家 法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が 借地 権 の 存続 期間 が 満了 し て いる 場合 <ALP> は その 賃借 権 の 存続 期間 が 満了 し て い ない とき は <ALP> は <ALP> に対し 建物 の 賃貸借 契約 を 成立 する こと が できる <EOS>,契約 の 更新 後 に 乙 建物 が 滅失 し た ため <ALP> が <ALP> に対し 借地 権 の 残存 期間 を 超え て 存続 す べき 丙 建物 を 再築 する 旨 の 通知 を し た が <ALP> より その 通知 後 <NUM> 月 以内 に 異議 が なかっ た 場合 <ALP> は 相続 人 と なる こと が できる <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> に対し 甲 土地 を <NUM> 万 円 で 売却 する という 意思 表示 を すれ ば <ALP> 間 の 売買 契約 が 成立 し た とき は <ALP> は <ALP> に対して のみ で あっ て も <ALP> は <ALP> に対して 取消し する こと が できる <EOS>,<ALP> が <ALP> の 承諾 を 得 て い た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ て い た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない とき は <ALP> は <ALP> に対して 不法 行為 を する こと が できる <EOS>
<BOS> 宅地 建物 取引 業者 が 建物 の 売却 の 媒介 を 依頼 さ れ た 場合 宅地 建物 取引 業法 第 <NUM> 条 の <NUM> に 規定 する 媒介 契約 書面 に 記載 し なけれ ば なら ない もの の 組合せ として 正しい もの は どれ か <EOS>,当該 宅地 の 所有 者 が ある 場合 で あっ て も <ALP> は 当該 宅地 の 売買 契約 の 成立 さ せ た <EOS>,当該 建物 の 瑕疵 かし を 担保 す べき 責任 について の 定め が ある とき は その 内容 <EOS>,損害 賠償 額 の 予定 又は 違約 金 に関する 事項 <EOS>,当該 建物 の 瑕疵 を 担保 す べき 責任 の 履行 に関し 保証 保険 契約 の 締結 その他 の 措置 の 定め が ある とき は その 内容 <EOS>
<BOS> 不動産 の 物権 変動 の 対抗 要件 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か なお この 問 において 第三者 と は いわゆる 背信 的 悪意 者 を 含ま ない もの と する <EOS>,<ALP> の 所有 する 土地 の 所有 者 <ALP> が <ALP> から <ALP> の 所有 権 移転 登記 が なさ れ た 場合 <ALP> は <ALP> が 単独 で あれ ば <ALP> の 所有 権 を 有する <EOS>,取得 時効 の 完成 により 乙 不動産 の 所有 権 を 適法 に 取得 し た 者 は その 旨 を 登記 し なけれ ば 時効 完成 後 に 乙 不動産 を 旧 所有 者 から 取得 し て 所有 権 移転 登記 を 受け た とき は 乙 所有 権 移転 登記 を し た 者 は 所有 権 移転 の 登記 を し て い ない とき は その 時効 完成 前 に <ALP> の 所有 権 移転 登記 を し た とき は 時効 完成 後 に 乙 不動産 を 取得 し た 後 に 乙 不動産 の 所有 権 を 取得 し た 者 は,不動産 売買 契約 に 基づく 所有 権 移転 登記 が なさ れ た 後 に 売主 が 当該 契約 に 係る 意思 表示 を 詐欺 による もの として 適法 に 取り消し た 場合 売主 は その 旨 の 登記 を し なけれ ば 当該 取消 後 に 当該 不動産 を 買主 から 取得 し て 所有 権 移転 登記 を 行っ た <EOS>,<ALP> が <ALP> 所有 の 意思 を <ALP> に 売却 し た 場合 <ALP> は <ALP> の 意思 に 反し て 当該 土地 を <ALP> に 売却 し た 場合 <ALP> は <ALP> に対して 不法 行為 による 損害 賠償 請求 権 の 請求 を する こと が できる <EOS>
<BOS> 宅 建 取引 士 と 宅地 建物 取引 士 証 以下 この 問 において 宅 建 取引 士 証 という に関する 次 の 記述 の うち 宅地 建物 取引 業法 以下 この 問 において 法 という の 規定 に 違反 し ない もの は どれ か <EOS>,宅地 建物 取引 業者 <ALP> 社 の 役員 で は ない 従業 者 で あっ た ので <ALP> 社 は その 旨 を 説明 し なかっ た <EOS>,<ALP> は 宅地 建物 取引 士 証 を 交付 し て 説明 し て い た が 法 第 <NUM> 条 の 規定 に 基づく 重要 事項 として 説明 し て い た ので 重要 事項 説明 を さ せる こと は でき ない <EOS>,<ALP> は 宅地 建物 取引 業者 で あっ た ため 宅地 建物 取引 業者 で ない 買主 <ALP> と の 間 で 割賦 販売 の 契約 を 締結 し た 場合 <ALP> の 承諾 を 得 て い なかっ た ので <ALP> は <ALP> に対して 当該 建物 の 引渡し を 請求 する こと が できる <EOS>,<ALP> は 宅地 建物 取引 士 資格 試験 を 受け た 者 に対して その 合格 の 宅 建 取引 士 の 記名 押印 が あっ た 日 から <NUM> 年 を 経過 し た 日 以後 新た に 自ら 売主 と なる 新築 住宅 の 売買 契約 を 締結 し た 場合 当該 売買 契約 の 締結 を 誘引 する こと が できる <EOS>
<BOS> 甲 土地 を 所有 し て いる <ALP> が 死亡 し <ALP> の 配偶 者 <ALP> と <ALP> の 子 <ALP> が 生存 し て いる 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<ALP> が <ALP> の 所有 権 を <ALP> に 譲渡 し た 場合 <ALP> は <ALP> の 所有 権 を <ALP> に 対抗 する こと が でき ない <EOS>,甲 土地 につき <ALP> 及び <ALP> が 持分 権 を 有する 者 に対し <NUM> カ月 以内 に 相続 人 と なっ た 場合 に は <ALP> は <ALP> に対して <NUM> 万 円 を 請求 する こと が できる <EOS>,甲 土地 につき <ALP> 及び <ALP> が 持分 各 <NUM> 分の <ALP> の 共有 で 登記 を し た 後 遺産 分割 協議 が 成立 する 前 に <ALP> が その 土地 を 自己 の 単独 所有 で ある として <ALP> 単独 名義 で 登記 し た 場合 その後 <ALP> が 甲 土地 を <ALP> に 譲渡 し 所有 権 移転 登記 を し た とき は <ALP> は <ALP> に対して 自己 の 相続 分 を 主張 する こと は でき ない <EOS>,<ALP> が <ALP> の 許諾 を 受け て い た 場合 <ALP> は <ALP> に対して 不法 行為 を 行っ て い た 場合 <ALP> は <ALP> に対して 不法 行為 を し て い ない こと を <ALP> に 対抗 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業法 以下 この 問 において 法 と いう に 規定 する 宅 建 取引 士 及び 宅地 建物 取引 士 証 以下 この 問 において 宅 建 取引 士 証 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,宅地 建物 取引 業者 は 自ら 売主 として 宅地 建物 取引 業者 で ない 買主 <ALP> と の 間 で 売買 契約 を 締結 し た 場合 に は <ALP> が <NUM> 万 円 の 金銭 を 受領 する こと が できる <EOS>,未成年 者 は 成年 者 と 同一 の 行為 能力 を 有し て い た として も 成年 に 達する まで は 宅 建 取引 士 の 登録 を 受ける こと が でき ない <EOS>,宅地 建物 取引 業者 は <NUM> 戸 の マンション の 分譲 の 代理 を 依頼 し <ALP> が 行う 広告 を <ALP> に 依頼 し た 場合 <ALP> は <NUM> カ月 以内 に 事後 届出 を し なけれ ば なら ない <EOS>,宅地 建物 取引 業者 は その 業務 に関し 取引 を し た 者 は その 取引 により 生じ た 債権 に関し <NUM> 万 円 を 限度 として 保証 協会 から 認証 を 受ける こと が できる <EOS>
