Question,Choice
<BOS> 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 土壌 汚染 対策 法 に よれ ば 形質 変更 時 要 届出 区域 内 において 土地 の 形質 の 変更 を しよ う と する 者 は 原則 として 市町村 長 の 許可 を 受け なけれ ば なら ない <EOS>
<BOS> 元本 の 確定 期日 の 定め の ない 根抵当 権 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> 根抵当 権 の 設定 の 時 から <NUM> 年 を 経過 し た とき は 根抵当 権 設定 者 は その 根抵当 権 で 担保 す べき 元本 の 確定 を 請求 する こと が でき この 請求 によって 直ちに 元本 は 確定 する <EOS>
<BOS> <ALP> が <ALP> 所有 の 甲地 を 賃借 し て 乙 建物 を 所有 し て いる 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> は 甲地 について <ALP> が 賃貸借 の 登記 を 備え て い なけれ ば 弁済 期 が 到来 し た 地代 の うち 最後 の <NUM> 年 分 について しか <ALP> の 家屋 の 上 に 先取 特権 を 行使 する こと が でき ない <EOS>
<BOS> 甲 県 に 本店 を 乙 県 に 支店 を 設け て 国土 交通 大臣 免許 を 受け て いる 宅地 建物 取引 業者 <ALP> 社 は 甲 県知事 の 宅地 建物 取引 主任 者 資格 登録 以下 登録 と いう を 受け て いる 宅地 建物 取引 主任 者 以下 取引 主任 者 という <ALP> を 本店 の 専任 の 取引 主任 者 として 業務 に 従事 さ せ て いる この 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> 社 が 商号 を 変更 し た とき は <ALP> 社 は 国土 交通 大臣 に 届出 を また <ALP> は 甲 県知事 に 変更 の 登録 を 申請 し なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> 及び <ALP> とも に 消費 税 課税 事業 者 が 受領 し た 報酬 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 する もの の 組合せ は どれ か なお この間 において 消費 税 等 相当 額 と は 消費 税額 及び 地方 消費 税額 に 相当 する 金額 を いう もの と する <EOS>,<BOS> 居住 用 建物 借 賃 <NUM> ヵ月 分 <NUM> 万 円 について <ALP> は 貸主 から 媒介 を 依頼 さ れ <ALP> は 借主 から 媒介 を 依頼 さ れ <ALP> は 貸主 から <NUM> 万 円 <ALP> は 借主 から <NUM> 万 <NUM> 円 を 報酬 として 受領 し た なお <ALP> は 媒介 の 依頼 を 受ける に当たって 報酬 が 借 賃 の <NUM> ヵ月 分 を 超える こと について 貸主 から 承諾 を 得 て い た <EOS>
<BOS> 占有 権 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 過失 により <ALP> の 所有 地 を 自己 の 所有 地 と 誤信 し て 占有 し て いる 場合 に 当該 土地 を <ALP> に 賃貸 し て <ALP> から 賃料 を 受領 し た とき <ALP> は 当該 賃料 相当 額 を <ALP> に 支払う 義務 は ない <EOS>
<BOS> 次 の 記述 の うち 民法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 土地 の 所有 者 は 隣地 の 所有 者 と 共同 の 費用 を もっ て 境界 を 表示 す べき 物 を 設置 する こと が できる <EOS>
<BOS> 宅地 建物 取引 業法 の 免許 以下 免許 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> <ALP> が その 所有 する 用途 地域 内 の 土地 で 登記 簿 上 の 地目 は 畑 で ある が 駐車 場 の 用 に 供せ られ て いる 土地 を 不 特定 多数 の 者 に 反復 継続 し て 売却 する 場合 <ALP> は 免許 を 必要 と する <EOS>
<BOS> 独立 行政 法人 住宅 金融 支援 機構 以下 この 問 において 機構 と いう が 行う 証券 化 支援 事業 買取 型 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 証券 化 支援 事業 買取 型 において 機構 による 買取り の 対象 と なる 貸付 債権 に は 中古 住宅 の 購入 の ため の 貸付 債権 も 含ま れる <EOS>
<BOS> 不動産 の 鑑定 評価 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か <EOS>,<BOS> 鑑定 評価 の 手法 の 適用 に当たって は 鑑定 評価 の 手法 を 当該 案件 に 即し て 適切 に 適用 す べき で ある この 場合 地域 分析 及び 個別 分析 により 把握 し た 対象 不動産 に 係る 市場 の 特性 等 を 適切 に 反映 し た 複数 の 鑑定 評価 の 手法 を 適用 す べき で あり 対象 不動産 の 種類 所在地 の 実情 資料 の 信頼 性 等 により 複数 の 鑑定 評価 の 手法 の 適用 が 困難 な 場合 において も その 考え方 を できるだけ 参酌 する よう に 努める べき で ある <EOS>
<BOS> 建築 基準 法 以下 この 問 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か ただし 用途 地域 以外 の 地域 地区 等 の 指定 及び 特定 行政 庁 の 許可 は 考慮 し ない もの と する <EOS>,<BOS> 店舗 の 用途 に 供する 建築 物 で 当該 用途 に 供する 部分 の 床 面積 の 合計 が <NUM> ㎡ で ある もの は 準 工業 地域 において は 建築 する こと が できる が 工業 地域 において は 建築 する こと が でき ない <EOS>
<BOS> 不法 行為 に関する 次 の 記述 の うち 民法 及び 失火 ノ 責任 ニ 関 スル 法律 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> と <ALP> が 共同 不法 行為 により <ALP> に <NUM> 万 円 の 損害 を 与え た 場合 <ALP> が <ALP> に対して 損害 賠償 の 請求 を する こと により <ALP> の 債務 の 消滅 時効 を 中断 さ せる と <ALP> の 債務 の 消滅 時効 も 中断 する <EOS>
<BOS> 甲 県内 に 本店 を 乙 県内 に 支店 を 設置 し 国土 交通 大臣 の 免許 を 受け た 法人 で ある 宅地 建物 取引 業者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 甲 県内 で 宅地 建物 取引 業 に関し 著しく 不当 な 行為 を し た 場合 甲 県知事 は <ALP> に対し <NUM> 年間 の 期間 を 定め て <ALP> の 業務 の 全部 の 停止 を 命じる こと が できる <EOS>
<BOS> 甲 県知事 の 登録 及び 取引 主任 者 証 の 交付 を 受け て いる 取引 主任 者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> が 甲 県 の 区域 内 における 業務 に関して 事務 禁止 の 処分 を 受け その 処分 の 期間 中 に 登録 の 消 除 の 申請 を し て 甲 県知事 から 登録 を 消 除 さ れ た 場合 <ALP> は その 事務 禁止 処分 の 期間 が 満了 し ない 限り 再度 登録 を 受ける こと が でき ない <EOS>
<BOS> <ALP> は <ALP> の 所有 する 土地 を 売却 する ため <ALP> と の 間 で 当該 土地 を 売却 する 委任 契約 を 締結 し た この 場合 に関する 次 の 記述 の うち 民法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> は <ALP> から 報酬 を 受ける 特約 の ない 場合 でも <ALP> に対して 善良 な 管理 者 として の 注意 義務 を 負う <EOS>
<BOS> 農地 法 以下 この 問 において 法 という に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 農業 者 が 住宅 の 改築 に 必要 な 資金 を 銀行 から 借りる ため に 自己 所有 の 農地 に 抵当 権 を 設定 する 場合 に は 法 第 <NUM> 条 第 <NUM> 項 の 許可 を 受ける 必要 は ない <EOS>
<BOS> 宅地 造成 等 規制 法 に関する 次 の 記述 の うち 誤っ て いる もの は どれ か なお この 問 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 宅地 以外 の 土地 を 宅地 に する ため の 盛土 で あっ て 当該 盛土 を 行う 土地 の 面積 が <NUM> ㎡ で あり かつ 高 さ が <NUM> ㎝ の がけ を 生ずる こと と なる 土地 の 形質 の 変更 は 宅地 造成 に 該当 する <EOS>
<BOS> <ALP> は <ALP> から <ALP> 所有 の 床 面積 <NUM> <ALP> の 建物 を 賃借 し て 居住 し て いる この 場合 に関する 次 の 記述 の うち 民法 及び 借地 借家 法 の 規定 並びに 判例 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> 問 の 賃貸借 が 存続 期間 を <NUM> 年 と する 定期 建物 賃貸借 借地 借家 法 第 <NUM> 条 に 規定 する 建物 賃貸借 で ある 場合 契約 から <NUM> 年 経過 時 に <ALP> の 転勤 が 決まっ た こと により <ALP> が この 建物 を 生活 の 本拠 として 使用 する こと が 困難 に なっ た とき は <ALP> は <ALP> に 解約 の 申入れ を する こと が できる <EOS>
<BOS> 次 の 記述 の うち 民法 の 条文 に 規定 さ れ て いる もの は どれ か <EOS>,<BOS> 契約 の 当事者 の 一方 が 第三者 と の 間 で 契約 上 の 地位 を 譲渡 する 旨 の 合意 を し その 契約 の 相手方 が 当該 合意 を 承諾 し た とき は 譲受人 は 譲渡 人 の 契約 上 の 地位 を 承継 する もの と する 旨 <EOS>
<BOS> 都市 計画 法 の 開発 許可 に関する 次 の 記述 の うち 正しい もの は どれ か なお この 問 における 都道府県 知事 と は 地方 自治 法 に 基づく 指定 都市 中核 市 特例 市 に あっ て は その 長 を いう もの と する <EOS>,<BOS> 開発 許可 を 受け た 者 は 開発 行為 に関する 工事 を 廃止 し た とき は 遅滞 なく その 旨 を 都道府県 知事 に 届け出 なけれ ば なら ない <EOS>
<BOS> 宅地 建物 取引 業者 が 行う 不動産 広告 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 分譲 宅地 の すべて の 区画 の 価格 を 表示 する こと が 困難 で ある とき は 分譲 宅地 の 価格 について は <ALP> 区画 当たり の 最低 価格 最高 価格 及び 最多 価格 帯 並びに その 価格 帯 に 属する 販売 区画 数 を 表示 すれ ば 不当 表示 と なる お それ は ない <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 行う 広告 に関する 次 の 記述 の うち 不当 景品 類 及び 不当 表示 防止 法 不動産 の 表示 に関する 公正 競争 規約 を 含む の 規定 に よれ ば 正しい もの は どれ か <EOS>,<BOS> <ALP> は 自社 所有 の <NUM> 区画 の 宅地 の 販売 に当たり インターネット を 利用 する 方法 で <NUM> カ月 を 販売 期間 と する 旨 の 広告 を し た ところ 販売 開始 <NUM> 週間 で <NUM> 区画 を 売却 し た が 販売 期間 中 の 表示 の 一貫 性 を 考慮 し 表示 の 更新 は 行わ なく て も よい <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> が 自ら 売主 と なっ て <ALP> 所有 の 土地 付 建物 について 売買 契約 を 締結 する 場合 に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> <ALP> 問 で 当該 土地 付 建物 の 売買 の 予約 を し て いる 場合 <ALP> は 宅地 建物 取引 業者 で ない <ALP> と の 間 で 当該 土地 付 建物 の 売買 契約 を 締結 する こと が できる <EOS>
<BOS> <ALP> 及び <ALP> が 持分 を 各 <NUM> 分の <NUM> として 甲 土地 を 共有 し て いる 場合 に関する 次 の 記述 の うち 民法 の 規定 及び 判例 に よれ ば 誤っ て いる もの は どれ か <EOS>,<BOS> 甲 土地 全体 が <ALP> によって 不法 に 占有 さ れ て いる 場合 <ALP> は 単独 で <ALP> に対して <ALP> の 不法 占有 によって <ALP> 及び <ALP> に 生じ た 損害 全額 の 賠償 を 請求 できる <EOS>
<BOS> 宅地 建物 取引 業者 <ALP> に関する 次 の 記述 の うち 宅地 建物 取引 業法 の 規定 に 違反 し ない もの は いくつ ある か <EOS>,<BOS> <ALP> は 宅地 建物 取引 業法 の 規定 に 違反 し <NUM> ヵ月 間 業務 の 全部 停止 処分 を 受け た ので 当該 処分 期間 の 経過 後 に 販売 を 開始 する 宅地 について その 時期 を 明示 し て 広告 を し た <EOS>
<BOS> 都市 計画 法 の 開発 許可 に関する 次 の 記述 の うち 正しい もの は どれ か <EOS>,<BOS> 準 都市 計画 区域 内 において 病院 の 建築 の 用 に 供する 目的 で 行う <NUM> ㎡ の 土地 の 区画 形質 の 変更 について は 原則 として 開発 許可 を 受ける 必要 が ある <EOS>
